title,genres,runtime,vote_average,vote_count,year
Sapphire Blue,"['adventure', 'family', 'fantasy']",116.0,6.9,287.0,2014
My Life as a Dead Girl,"['mystery', 'crime', 'fantasy']",84.0,6.0,4.0,2015
Systemfehler - Wenn Inge tanzt,"['music', 'comedy']",0.0,6.6,28.0,2013
Die Schöne und das Biest,"['family', 'fantasy']",,5.0,8.0,2012
Aschenputtel,"['family', 'fantasy', 'tv movie']",,6.0,5.0,2011
A Wish for Christmas,"['tv movie', 'drama', 'romance']",84.0,6.1,18.0,2016
Schneewittchen,"['family', 'fantasy', 'tv movie']",,0.0,0.0,2009
Christmas with Holly,"['drama', 'family']",90.0,5.9,30.0,2012
Aschenputtel,[],,0.0,0.0,1989
The Princess with the Golden Star,"['family', 'fantasy']",0.0,6.1,7.0,1959
"Von einem, der auszog, das Fürchten zu lernen","['tv movie', 'horror', 'family', 'fantasy']",58.0,5.5,2.0,2014
Prinzessin Maleen,"['mystery', 'family', 'tv movie']",0.0,6.0,1.0,2015
Der Teufel mit den drei goldenen Haaren,"['fantasy', 'family', 'tv movie']",,5.0,1.0,2013
Allerleirauh,"['family', 'fantasy']",0.0,7.0,4.0,2012
Die Salzprinzessin,"['tv movie', 'fantasy', 'family']",,6.0,1.0,2015
Thirteen at Dinner,"['crime', 'mystery']",87.0,5.5,8.0,1985
Shut In,"['drama', 'thriller']",91.0,4.8,162.0,2016
Crack in the World,['science fiction'],96.0,5.6,17.0,1965
Good Kids,['comedy'],86.0,6.4,69.0,2016
Summer Villa,"['romance', 'comedy']",84.0,6.2,15.0,2016
Below Utopia,"['drama', 'thriller']",88.0,4.9,6.0,1997
Bonobo,"['drama', 'comedy']",83.0,5.5,2.0,2014
I Am Your Father,['documentary'],83.0,6.9,19.0,2015
My Feral Heart,['drama'],83.0,0.0,0.0,2016
Finnish Blood Swedish Heart,[],90.0,5.5,2.0,2012
The Bull,"['adventure', 'drama']",105.0,6.5,4.0,1994
Things from Another World,['comedy'],95.0,5.1,13.0,2011
Escape,[],78.0,5.8,3.0,1948
Yelling To The Sky,['drama'],94.0,4.9,6.0,2012
The Days,['drama'],80.0,6.5,2.0,1994
Something Like It,['comedy'],103.0,5.0,1.0,1981
Attack of the Lederhosen Zombies,"['comedy', 'horror']",77.0,4.7,24.0,2016
Cardboard Boxer,['drama'],88.0,6.6,19.0,2016
The Odyssey,['adventure'],122.0,7.1,108.0,2016
Officer Downe,"['action', 'comedy', 'science fiction']",88.0,4.6,20.0,2016
Allende en su laberinto,[],,0.0,0.0,0
A Silent Voice,"['animation', 'drama']",130.0,8.1,157.0,2016
Banana Paradise,[],116.0,8.0,1.0,1989
The Anthem of the Heart,"['fantasy', 'animation', 'drama']",119.0,7.3,29.0,2015
Daishizen no Majū: Bagi,"['animation', 'fantasy']",90.0,5.3,4.0,1984
Stormy Night,['animation'],110.0,6.6,12.0,2005
Thieves After Dark,"['thriller', 'romance', 'crime', 'drama']",98.0,0.0,0.0,1984
Frontier,"['adventure', 'action']",82.0,9.0,1.0,2001
In the Shadow of Iris,['thriller'],99.0,6.0,49.0,2016
Heal the Living,['drama'],104.0,6.7,52.0,2016
100 Meters,"['comedy', 'drama']",0.0,7.6,35.0,2016
Dinosaurier - Gegen uns seht ihr alt aus!,"['comedy', 'crime', 'romance']",105.0,6.5,1.0,2009
Classic Albums: Deep Purple - Machine Head,"['music', 'documentary']",100.0,4.8,3.0,2002
Classic Albums: Black Sabbath - Paranoid,"['music', 'documentary']",55.0,6.2,5.0,2010
Classic Albums: Iron Maiden - The Number of the Beast,"['music', 'documentary']",80.0,5.8,3.0,2001
The Boss,"['drama', 'action', 'thriller']",89.0,4.0,3.0,1956
Forever Female,['comedy'],93.0,7.4,4.0,1954
Hunted,"['thriller', 'crime', 'drama']",84.0,5.5,7.0,1952
Cottage to Let,"['comedy', 'drama']",90.0,7.4,4.0,1941
The Villain Still Pursued Her,"['comedy', 'romance']",66.0,0.0,0.0,1940
Young Man of Manhattan,"['comedy', 'music', 'romance']",79.0,0.0,1.0,1930
A Shriek in the Night,"['action', 'mystery', 'thriller']",66.0,3.5,4.0,1933
Finishing School,['drama'],73.0,5.1,8.0,1934
Twenty Million Sweethearts,"['music', 'comedy']",89.0,8.0,1.0,1934
The Wedding Pact,"['comedy', 'romance']",91.0,4.9,24.0,2014
Inch'Allah,['drama'],101.0,6.3,21.0,2012
"Per amore, solo per amore",[],0.0,9.0,1.0,1993
Sour Grapes,['documentary'],86.0,8.3,15.0,2016
Il Solengo,['documentary'],70.0,5.0,1.0,2016
Food Choices,['documentary'],90.0,8.2,19.0,2016
We're Still Here: Johnny Cash's Bitter Tears Revisited,[],59.0,0.0,0.0,2015
The last summit,['documentary'],82.0,6.5,3.0,2010
A Song of Love,"['romance', 'drama']",26.0,7.7,33.0,1950
Ricardo O'Farrill: Abrazo Genial,['comedy'],0.0,0.0,0.0,2016
Sofía de Niño Rivera: Exposed,['comedy'],80.0,5.0,1.0,2016
Atlas,"['adventure', 'fantasy', 'action']",79.0,2.0,1.0,1961
Janis,['documentary'],96.0,7.8,5.0,1974
Jimmy Vestvood: Amerikan Hero,['comedy'],84.0,5.4,14.0,2016
Routine Pleasures,['documentary'],81.0,5.0,1.0,1986
The Blackout Experiments,"['horror', 'documentary']",80.0,5.0,3.0,2016
The Life of Riley,['comedy'],90.0,0.0,0.0,1949
The Sea Around Us,['documentary'],62.0,7.0,2.0,1953
The Vengeance of She,"['adventure', 'fantasy']",97.0,5.8,5.0,1968
Underfire: The Untold Story of Pfc. Tony Vaccaro,"['war', 'documentary', 'drama', 'history']",79.0,7.0,1.0,2016
Road to La Paz,['drama'],90.0,7.0,3.0,2015
Foxy and the Weight of the World,[],9.0,0.0,0.0,2005
Black's Game,"['drama', 'crime', 'thriller', 'action']",104.0,6.3,19.0,2012
Last Night At The Alamo,['drama'],81.0,4.0,2.0,1984
Playground,"['thriller', 'drama']",81.0,6.0,2.0,2016
Summer Holiday,"['drama', 'comedy']",102.0,6.6,7.0,2008
Säälistäjät,[],30.0,0.0,0.0,2014
When I Saw You,['drama'],93.0,7.5,2.0,2014
The Green Wall,"['drama', 'romance']",110.0,6.3,3.0,1970
Hard Choices,"['drama', 'crime']",0.0,0.0,0.0,1986
Baden Baden,['drama'],95.0,5.9,8.0,2016
LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,"['adventure', 'animation', 'action']",78.0,7.0,22.0,2016
Legend of Dinosaurs and Monster Birds,['science fiction'],92.0,4.5,7.0,1977
Fugitive Alien,"['science fiction', 'action', 'comedy', 'foreign']",102.0,1.0,1.0,1987
Moana,"['adventure', 'animation', 'family']",107.0,7.3,3471.0,2016
The Confessions of Thomas Quick,"['crime', 'documentary']",95.0,6.6,5.0,2015
"Thelonious Monk: Straight, No Chaser",['documentary'],90.0,7.7,3.0,1988
The Good Sister,"['tv movie', 'thriller', 'drama', 'mystery']",84.0,4.0,2.0,2014
"Feyzo, the Polite One",['comedy'],100.0,6.6,5.0,1978
Hector,['drama'],87.0,7.0,2.0,2015
The Unbidden,"['thriller', 'horror', 'mystery']",84.0,3.0,1.0,2016
Siren,['horror'],82.0,5.4,53.0,2016
Eliminators,['action'],95.0,6.0,36.0,2016
Alienate,"['drama', 'horror', 'science fiction']",90.0,4.3,12.0,2016
638 Ways to Kill Castro,"['history', 'documentary', 'foreign']",78.0,5.3,6.0,2006
Jackie,['drama'],100.0,6.5,737.0,2016
Ballad,"['drama', 'action', 'romance']",132.0,6.0,2.0,2009
David Wants to Fly,"['documentary', 'foreign']",96.0,7.4,5.0,2010
Office Christmas Party,['comedy'],105.0,5.4,541.0,2016
The Tiger: An Old Hunter's Tale,"['action', 'adventure', 'history', 'thriller']",139.0,7.5,17.0,2015
ファンタスティポ,['comedy'],109.0,0.0,0.0,2005
Ritual in Transfigured Time,['mystery'],15.0,7.8,12.0,1946
The Werewolf of Washington,['horror'],90.0,3.3,3.0,1973
Juvenile Offender,[],107.0,7.4,5.0,2012
Summer Games,['drama'],98.0,6.3,3.0,2011
Intimate Grammar,['drama'],110.0,7.7,3.0,2010
Logan,"['comedy', 'drama', 'family']",94.0,5.3,2.0,2010
Alles stroomt,[],100.0,8.0,1.0,2009
Ayn Rand & the Prophecy of Atlas Shrugged,['documentary'],87.0,4.3,4.0,2011
Belle du Seigneur,"['drama', 'romance']",124.0,5.1,19.0,2012
Robin Redbreast,"['drama', 'horror', 'mystery']",76.0,5.3,3.0,1970
Nature's Great Events,['documentary'],360.0,6.2,7.0,2009
Disco Polo,"['music', 'comedy']",107.0,5.1,4.0,2015
They Knew What They Wanted,"['drama', 'romance']",96.0,5.5,1.0,1940
Hello Ghost,"['horror', 'comedy', 'drama']",111.0,7.1,22.0,2010
The Space Between Us,"['romance', 'adventure', 'science fiction', 'drama']",121.0,7.2,564.0,2017
Rogue One: A Star Wars Story,"['action', 'adventure', 'science fiction']",133.0,7.4,5111.0,2016
Pet,"['horror', 'thriller']",94.0,5.9,193.0,2016
Live by Night,"['crime', 'drama']",129.0,6.2,416.0,2016
Split,"['horror', 'thriller']",117.0,7.0,4461.0,2016
Old Stone,['drama'],80.0,9.0,2.0,2016
Asperger's Are Us,['documentary'],83.0,6.0,5.0,2016
Opening Night,"['comedy', 'music']",90.0,6.5,16.0,2016
National Bird,['documentary'],92.0,7.0,9.0,2017
A Kind of Murder,"['drama', 'thriller']",95.0,5.5,74.0,2016
Shared Rooms,[],75.0,5.6,5.0,2016
L'Inhumaine,"['drama', 'science fiction']",123.0,7.8,4.0,1924
Soldat blanc,"['drama', 'history', 'war']",146.0,7.3,2.0,2014
Ushi Must Marry,['comedy'],96.0,3.8,8.0,2013
Underworld: Blood Wars,"['action', 'fantasy', 'horror']",91.0,5.2,1619.0,2016
Too Hot to Handle,"['thriller', 'action', 'drama']",85.0,6.0,3.0,1977
Panfilov's 28 Men,"['history', 'action', 'drama', 'war']",105.0,6.8,24.0,2016
The Gamers: Natural One,"['comedy', 'fantasy']",29.0,4.3,2.0,2014
Wild Things: Foursome,"['crime', 'drama', 'mystery']",92.0,5.1,20.0,2010
Miss Sloane,"['drama', 'thriller']",132.0,7.2,317.0,2016
When Two Worlds Collide,['documentary'],103.0,0.0,0.0,2016
Rules Don't Apply,"['comedy', 'drama', 'romance']",127.0,5.9,103.0,2016
Skewered,"['comedy', 'drama']",105.0,5.0,1.0,2013
Voracious,"['comedy', 'drama']",104.0,8.0,1.0,2012
I Hired Two Contract Cleaners,['comedy'],100.0,6.5,2.0,1997
"End of Days, Inc.","['comedy', 'science fiction']",82.0,4.9,7.0,2015
Sam,"['romance', 'comedy', 'fantasy']",100.0,4.0,5.0,2015
Hobgoblins,"['horror', 'action', 'comedy', 'thriller', 'science fiction']",92.0,2.2,18.0,1988
Aanandam,"['adventure', 'comedy', 'romance']",134.0,6.4,7.0,2016
Happy Wedding,"['comedy', 'drama', 'romance']",128.0,4.7,5.0,2016
Pretham,"['comedy', 'horror']",127.0,5.7,7.0,2016
Guppy,['drama'],158.0,7.9,4.0,2016
Kammatipaadam,"['crime', 'drama']",177.0,8.1,9.0,2016
Action Hero Biju,"['action', 'comedy', 'crime']",144.0,7.7,6.0,2016
Frankenstein's Castle of Freaks,['horror'],90.0,3.5,2.0,1974
Count Dracula's Great Love,['horror'],85.0,6.2,5.0,1973
Seedpeople,"['horror', 'science fiction']",87.0,4.2,5.0,1992
A Dangerous Man: Lawrence After Arabia,[],107.0,8.5,4.0,1992
Absurda,"['mystery', 'horror']",2.0,6.8,12.0,2007
Six Men Getting Sick,['animation'],4.0,6.0,49.0,1967
The Wild East,[],98.0,1.0,1.0,1993
John Cleese - The Alimony Tour Live,['comedy'],79.0,7.8,2.0,2011
Love Is All You Need?,['drama'],122.0,7.0,6.0,2016
Markova: Comfort Gay,"['comedy', 'drama']",97.0,0.0,0.0,2000
Enemies of the People,"['documentary', 'foreign']",93.0,6.8,4.0,2009
The Alien Saga,"['documentary', 'science fiction']",108.0,8.3,2.0,2002
Köyden İndim Şehire,"['comedy', 'drama']",77.0,7.7,6.0,1974
Millhouse,[],92.0,5.0,1.0,1971
Passengers,"['adventure', 'drama', 'romance', 'science fiction']",116.0,6.7,4134.0,2016
Van Gogh: Brush with Genius,"['documentary', 'foreign']",38.0,4.8,2.0,2009
The Whistleblower,['drama'],113.0,7.6,8.0,2014
Unbowed,['drama'],100.0,6.5,10.0,2012
Hidden Figures,['drama'],127.0,7.8,2178.0,2016
Mandıra Filozofu,['comedy'],0.0,5.9,7.0,2014
Dügün Dernek 2: Sünnet,[],0.0,6.8,12.0,2015
Sağ Salim,[],0.0,6.7,3.0,2012
Whistle If You Come Back,[],99.0,8.0,1.0,1993
Michael Che Matters,['comedy'],60.0,7.5,11.0,2016
Hell House LLC,"['horror', 'mystery', 'thriller']",93.0,6.7,45.0,2015
The Charnel House,"['thriller', 'horror']",90.0,4.6,9.0,2016
Libera Nos,['documentary'],89.0,6.0,1.0,2016
Pro Wrestlers vs Zombies,"['horror', 'action', 'comedy']",90.0,4.3,3.0,2014
The Coming War on China,['documentary'],110.0,7.0,1.0,2016
I Can Make You Love Me,['thriller'],92.0,5.0,5.0,1993
Anatolian Eagles,[],120.0,6.0,4.0,2011
Ya Sonra?,"['comedy', 'romance']",0.0,7.0,2.0,2011
Celal ile Ceren,"['comedy', 'romance']",114.0,5.0,10.0,2013
Feuten: Het Feestje,"['foreign', 'drama', 'comedy']",0.0,5.4,7.0,2013
Uninhabited,"['thriller', 'horror']",93.0,4.4,19.0,2010
Leather,"['romance', 'comedy']",101.0,5.0,1.0,2013
Umbracle,['documentary'],85.0,5.5,2.0,1972
The Untold Story of Emmett Louis Till,['documentary'],70.0,7.5,2.0,2005
You Don't Like the Truth: 4 Days Inside Guantanamo,[],100.0,10.0,1.0,2010
Deal,[],87.0,5.0,1.0,2012
Fences,['drama'],139.0,6.7,750.0,2016
Romántico,['documentary'],80.0,8.0,1.0,2005
No Skin Off My Ass,['romance'],73.0,6.7,3.0,1991
Vox Populi,"['comedy', 'drama']",100.0,7.3,3.0,2008
Little Wing,['drama'],100.0,7.5,4.0,2016
Wolfskinder,"['history', 'drama', 'war']",91.0,7.1,5.0,2013
Len and Company,"['comedy', 'drama']",102.0,6.5,4.0,2015
Bleed for This,['drama'],116.0,6.7,192.0,2016
The Deadly Duo,"['action', 'foreign']",94.0,6.5,6.0,1971
Norman Television,['animation'],4.0,6.3,3.0,2016
Çöpçüler Kralı,[],0.0,8.0,7.0,1977
Snowed Under,['comedy'],63.0,0.0,0.0,1936
Fisherman's Wharf,"['adventure', 'drama', 'music']",72.0,0.0,0.0,1939
If I Were You 2,['comedy'],96.0,5.9,55.0,2009
Electrocuting an Elephant,['documentary'],1.0,2.3,9.0,1903
Serena,['documentary'],90.0,7.0,3.0,2016
Vai Que Dá Certo,['comedy'],87.0,6.1,37.0,2013
Perry Mason Returns,"['crime', 'drama', 'thriller', 'mystery']",96.0,6.5,2.0,1985
Rainbow Time,"['comedy', 'drama']",91.0,5.8,4.0,2016
Hacker,"['crime', 'drama', 'thriller']",95.0,6.4,70.0,2016
The Free World,"['romance', 'drama']",100.0,5.4,12.0,2016
The Exclusive : Beat the Devil's Tattoo,"['thriller', 'drama']",125.0,5.8,6.0,2015
Tri Bogatyrya na Dalnikh Beregakh,['animation'],65.0,5.3,9.0,2012
Three Heroes and Julius Caesar,"['adventure', 'animation', 'comedy', 'fantasy']",75.0,6.0,2.0,2015
Tri bogatyrya i Shamakhanskaya tsaritsa,"['animation', 'family', 'comedy', 'adventure']",73.0,5.6,15.0,2010
The Maker,"['drama', 'animation']",6.0,7.9,38.0,2011
Eltern,['comedy'],90.0,6.1,9.0,2013
Rear Window,"['drama', 'thriller', 'tv movie']",89.0,4.9,24.0,1998
Perry Mason: The Case of the Notorious Nun,[],100.0,7.0,1.0,1986
The Greasy Strangler,"['comedy', 'horror', 'thriller']",93.0,6.1,45.0,2016
Tormented,['horror'],83.0,4.6,9.0,2011
Akelarre,"['horror', 'drama']",109.0,3.0,1.0,1984
Parole Violators,['action'],90.0,7.0,1.0,1994
The Other Dumas,"['drama', 'history']",0.0,6.1,7.0,2010
20th Century Women,['drama'],119.0,7.3,213.0,2016
My Future Love,"['comedy', 'drama']",99.0,10.0,1.0,2016
Perry Mason: The Case of the Shooting Star,"['crime', 'drama']",120.0,6.0,2.0,1986
Money,"['crime', 'thriller']",86.0,5.6,20.0,2016
Glory Daze: The Life and Times of Michael Alig,['documentary'],135.0,6.0,2.0,2015
Perry Mason: The Case of the Lost Love,"['crime', 'drama', 'mystery']",96.0,6.5,2.0,1987
Buffalo Running,['documentary'],1.0,5.4,7.0,1883
Inner Workings,"['animation', 'comedy']",7.0,8.2,46.0,2016
King for a Day,['comedy'],87.0,9.0,1.0,1983
Seeing Red: Stories of American Communists,"['history', 'documentary']",100.0,5.5,2.0,1983
Alcatraz Island,"['romance', 'drama']",63.0,5.0,1.0,1937
Army,[],153.0,5.0,1.0,1996
Broadway Babies,"['drama', 'music']",86.0,0.0,0.0,1929
Marathon: The Patriots Day Bombing,['documentary'],108.0,6.6,7.0,2016
Mourning Son,['documentary'],107.0,0.0,0.0,2015
Shadows of the Dead,['horror'],90.0,6.2,6.0,2016
Show Girl in Hollywood,"['drama', 'comedy', 'music']",80.0,4.8,3.0,1930
The Man Without a Face,"['crime', 'drama', 'horror']",91.0,8.0,2.0,1950
"Yes, My Darling Daughter","['comedy', 'romance']",86.0,6.0,1.0,1939
The Women's Balcony,"['drama', 'comedy']",96.0,7.5,4.0,2016
The Hurt Business,['documentary'],107.0,5.6,10.0,2016
The Together Project,"['drama', 'comedy', 'romance']",82.0,6.3,21.0,2016
Pentatonix: On My Way Home,"['music', 'documentary']",90.0,6.9,8.0,2015
Evacuate Earth,['documentary'],0.0,7.2,3.0,2012
October Kiss,['tv movie'],84.0,6.5,6.0,2015
Mom at Sixteen,"['tv movie', 'drama']",88.0,4.4,13.0,2005
The End,['documentary'],84.0,0.0,0.0,2004
Political Animals,['drama'],252.0,7.0,22.0,2012
Kevorkian,['documentary'],0.0,7.0,1.0,2010
This is What Love in Action Looks Like,['documentary'],0.0,2.5,2.0,2011
Fish out of Water,['documentary'],59.0,6.0,1.0,2009
High The True Tale of American Marijuana,['documentary'],90.0,6.0,1.0,2008
Patriocracy,['documentary'],90.0,6.8,2.0,2011
Lynching Charlie Lynch,['documentary'],100.0,4.0,2.0,2012
Kathy Griffin: Pants Off,['comedy'],60.0,0.0,0.0,2011
Longhorns,['romance'],75.0,5.4,13.0,2011
Memphis: The Broadway Musical,['music'],165.0,8.0,2.0,2011
Liza Minnelli: Liza With a Z,['music'],55.0,6.6,5.0,1972
Sondheim! The Birthday Concert,[],116.0,0.0,0.0,2010
Lisa Lampanelli: Dirty Girl,['comedy'],66.0,0.0,0.0,2007
Lisa Lampanelli: Long Live The Queen,['comedy'],0.0,4.3,2.0,2009
Kathy Griffin: She'll Cut a Bitch,['comedy'],44.0,9.0,1.0,2009
Mercenary,['drama'],112.0,6.8,10.0,2016
Froning: The Fittest Man In History,['documentary'],99.0,6.5,8.0,2015
Inevitable,['drama'],0.0,0.0,0.0,2014
1898. Our Last Men in the Philippines,"['war', 'drama', 'history']",105.0,6.5,39.0,2016
The Great Wall,"['action', 'adventure', 'fantasy']",103.0,5.8,1465.0,2016
This Land Is Mine,['animation'],4.0,6.1,4.0,2012
Loss Is to Be Expected,[],118.0,4.0,1.0,1992
Carne de horca,[],93.0,5.0,1.0,1953
Big Jay Oakerson: Live at Webster Hall,['comedy'],0.0,10.0,1.0,2016
Tom Papa: Live in New York City,['comedy'],41.0,4.5,2.0,2011
Slash,['comedy'],100.0,6.6,17.0,2016
Reggie Watts: Spatial,['comedy'],61.0,7.0,4.0,2016
Mercy,['thriller'],82.0,4.1,38.0,2016
The Matchbreaker,"['romance', 'comedy']",94.0,6.0,22.0,2016
This Beautiful Fantastic,"['comedy', 'drama', 'fantasy', 'romance']",100.0,7.3,41.0,2016
The Howling Miller,"['romance', 'comedy', 'drama']",95.0,6.0,2.0,1982
The Founder,"['drama', 'history']",115.0,7.0,855.0,2016
Perry Mason: The Case of the Sinister Spirit,"['drama', 'thriller']",95.0,6.5,2.0,1987
Pixels,['science fiction'],3.0,6.8,17.0,2010
Under the Sea 3D,['documentary'],41.0,6.8,21.0,2009
Mio cognato,['comedy'],,5.3,3.0,2003
Hairspray Live!,"['comedy', 'music']",120.0,7.0,32.0,2016
Thank You for Playing,['documentary'],80.0,7.0,2.0,2015
This Unnameable Little Broom,['animation'],11.0,6.2,8.0,1985
Street of Crocodiles,['animation'],20.0,7.0,14.0,1986
Blowfly Park,"['drama', 'thriller']",96.0,5.0,2.0,2014
Spies of Warsaw,"['action', 'adventure', 'drama']",180.0,6.7,12.0,2013
Twilight of the Dark Master,"['fantasy', 'animation', 'science fiction', 'foreign']",45.0,5.5,2.0,1998
Creepy,"['mystery', 'thriller']",130.0,6.3,27.0,2016
Fantasía... 3,[],85.0,5.0,1.0,1966
The Priest,['drama'],109.0,5.0,1.0,1978
The Tobacconist of Vallecas,"['comedy', 'drama', 'foreign']",106.0,5.8,9.0,1987
Turn of the Screw,['horror'],119.0,6.7,3.0,1985
Overdose,['drama'],105.0,5.1,5.0,1983
Colegas,['drama'],117.0,7.3,2.0,1982
Candy Razors,"['crime', 'drama']",95.0,6.2,6.0,1980
The deputy,"['drama', 'foreign']",110.0,5.0,2.0,1978
Forbidden Love Game,"['comedy', 'crime', 'drama']",85.0,3.5,2.0,1975
No One Heard the Scream,['horror'],90.0,6.4,4.0,1973
Murder in a Blue World,"['thriller', 'crime']",100.0,4.2,3.0,1973
The Cannibal Man,"['drama', 'horror', 'thriller']",98.0,6.4,14.0,1973
Glass Ceiling,"['mystery', 'horror']",92.0,5.0,2.0,1971
Why Him?,['comedy'],111.0,6.3,1203.0,2016
A Fuller Life,['documentary'],80.0,7.0,2.0,2013
Helium,[],89.0,6.0,2.0,2014
Kickassia,['comedy'],91.0,5.2,15.0,2010
Suburban Knights,"['adventure', 'comedy', 'fantasy']",130.0,6.2,15.0,2011
To Boldly Flee,[],209.0,6.6,12.0,2012
Dancer,['documentary'],85.0,6.7,6.0,2016
I Am Bolt,['documentary'],107.0,6.7,25.0,2016
Sing,"['animation', 'comedy', 'drama', 'family', 'music']",108.0,6.8,2363.0,2016
Dear Zindagi,"['drama', 'romance']",149.0,6.9,46.0,2016
Kahaani 2,"['crime', 'thriller']",129.0,6.2,12.0,2016
My Family and Other Animals,"['tv movie', 'comedy', 'drama', 'family']",90.0,5.9,10.0,2005
Jasper Redd: Jazz Talk,['comedy'],61.0,0.0,0.0,2014
When Saturday Comes,['drama'],95.0,5.3,13.0,1996
John Hodgman: RAGNAROK,['comedy'],67.0,5.8,7.0,2013
Крепость: щитом и мечом,"['war', 'animation', 'adventure']",,10.0,1.0,2015
The Spoils of Babylon,"['romance', 'drama', 'comedy']",138.0,6.4,17.0,2014
Hannibal Buress: Animal Furnace,['comedy'],60.0,7.8,12.0,2012
Paradies 505. Ein Niederbayernkrimi,['crime'],,10.0,1.0,2013
Wyatt Cenac: Brooklyn,['comedy'],67.0,7.2,3.0,2014
Matt Braunger: Big Dumb Animal,['comedy'],64.0,8.6,4.0,2015
Automatic,"['action', 'science fiction', 'horror', 'thriller']",90.0,6.0,6.0,1995
I Am Not Your Negro,['documentary'],95.0,8.0,87.0,2017
Perry Mason: The Case of the Murdered Madam,['mystery'],95.0,5.5,2.0,1987
Wildflower,"['thriller', 'drama']",92.0,5.8,9.0,2016
Wonder Women,"['action', 'horror', 'science fiction', 'thriller']",82.0,5.5,4.0,1973
The Other Conquest,"['drama', 'foreign']",105.0,5.4,4.0,1999
Blacker than the Night,"['drama', 'thriller', 'horror', 'fantasy']",90.0,5.9,8.0,1975
The Olsen Gang in Deep Trouble,"['crime', 'animation', 'comedy']",80.0,6.0,1.0,2013
The Bachelor,"['comedy', 'romance']",110.0,10.0,2.0,2016
Nobody Walks in L.A.,"['romance', 'comedy', 'drama']",93.0,9.5,2.0,2015
"Kiss Me, Kill Me","['mystery', 'crime', 'thriller']",101.0,0.0,0.0,2015
Jack Goes Home,"['drama', 'thriller', 'horror']",100.0,5.1,21.0,2016
Crush and Blush,"['comedy', 'foreign']",101.0,5.7,7.0,2008
Echo Park,"['drama', 'romance']",88.0,6.0,5.0,2014
A Year and Change,"['comedy', 'drama']",93.0,6.5,5.0,2015
Dirch Passer vælter byen,[],0.0,0.0,0.0,1954
End of a Gun,"['action', 'crime', 'thriller']",87.0,4.8,14.0,2016
Dolpo Tulku - Heimkehr in den Himalaya,[],,0.0,0.0,0
A Brilliant Madness,[],0.0,0.0,0.0,2002
Tamo Junto,['comedy'],100.0,3.5,2.0,2016
Breaking a Monster,['documentary'],92.0,1.0,3.0,2015
The Golden Ball,[],90.0,8.5,2.0,1994
Muhammad: Legacy of a Prophet,['documentary'],117.0,6.5,4.0,2002
Happy Easter,['comedy'],94.0,6.2,14.0,1984
The Giant,[],86.0,6.4,5.0,2016
Miss India America,"['family', 'comedy', 'drama']",95.0,3.7,4.0,2016
Sugar Mountain,"['drama', 'thriller']",106.0,5.9,16.0,2016
In Bed with Victoria,"['comedy', 'drama', 'romance']",97.0,5.3,118.0,2016
Well Wishes,"['adventure', 'comedy', 'drama']",94.0,4.6,6.0,2015
Alma,"['animation', 'fantasy', 'mystery']",6.0,7.0,46.0,2009
The Light of Freedom,[],0.0,0.0,0.0,2013
Darkweb,"['action', 'thriller']",89.0,2.4,10.0,2016
Perri,"['family', 'fantasy', 'adventure']",75.0,7.3,4.0,1957
Thread of Lies,"['family', 'drama']",117.0,7.9,7.0,2014
Alone in Berlin,['drama'],103.0,6.4,43.0,2016
At Cafe 6,"['comedy', 'romance']",103.0,6.0,4.0,2016
The Kodai Family,"['romance', 'comedy']",116.0,8.7,3.0,2016
Kyle Kinane: Whiskey Icarus,['comedy'],64.0,9.0,2.0,2012
Kyle Kinane: Loose in Chicago,['comedy'],50.0,9.0,2.0,2016
Kyle Kinane: I Liked His Old Stuff Better,['comedy'],73.0,9.0,2.0,2015
The Inheritance or Fuckoffguysgoodday,['comedy'],120.0,6.2,8.0,1992
Strangled,['thriller'],118.0,6.6,4.0,2016
Say 'I Love You',"['drama', 'romance']",103.0,6.3,12.0,2014
Omertà,"['drama', 'thriller']",107.0,4.4,4.0,2012
Slums: Cities of Tomorrow,['documentary'],81.0,0.0,0.0,2014
Crossing the Line,"['documentary', 'foreign']",94.0,7.8,5.0,2006
The Legend of Ben Hall,"['action', 'drama', 'history', 'western']",139.0,6.6,9.0,2016
Mister Universo,['drama'],90.0,0.0,0.0,2016
7 Years,['drama'],76.0,6.1,40.0,2016
Vampire in Love,['drama'],102.0,6.5,2.0,2015
Perry Mason: The Case of the Scandalous Scoundrel,"['drama', 'thriller']",100.0,0.0,0.0,1987
The Bunker,"['comedy', 'drama', 'horror']",85.0,6.5,12.0,2015
Beyond the Gates,"['adventure', 'horror']",84.0,4.9,57.0,2016
The Interior,['thriller'],80.0,4.7,3.0,2015
Harold's Going Stiff,"['comedy', 'drama', 'horror']",77.0,4.3,8.0,2011
The House on Pine Street,"['drama', 'horror']",111.0,4.9,15.0,2015
Bloody Knuckles,"['horror', 'comedy']",85.0,5.3,3.0,2014
Pass-Thru,['science fiction'],90.0,0.0,0.0,2016
The Reunion 2 - The Funeral,['comedy'],95.0,5.4,7.0,2014
Two Fencers,[],1.0,6.0,1.0,1891
The Blizzard,"['drama', 'romance']",76.0,5.0,1.0,1965
1. Mai – Helden bei der Arbeit,['drama'],90.0,2.0,1.0,2008
The Fourth Phase,['documentary'],92.0,8.2,6.0,2016
